e,fc,fa,fe,nc,nae,tr,w,pc,pa,pe,rc,ra,re,uIc,uIa,uIe,uNc,uNa,uNe,vc,va,ve,x,c2000,PSID
0.670779453404248,0.0401575925876386,0.71690273238346,0.543178663504624,0.146045614487957,0.140451846612433,2.39346034545451,0.0108144892328419,0.0593151608854532,0.121886382307857,0.189158956896626,0.0100207177293487,0.014334080144763,0.0144816673881709,0.104236561545402,0.097044657824561,0.171623586007026,0.0339054725403423,0.024799286740832,0.031020037381472,0.000133497501816601,0.000260797290317714,0.00363567296473325,0.352415608968586,0.21467300699117,5b2c0279f0f9a0d8266a5b7ef5d1e84f
0.663947614484443,0.0433318719302241,0.716843229799254,0.552154548849803,0.141560140264297,0.13760956466098,2.40171543266267,0.0104467989378123,0.0590681893327082,0.119822018445904,0.18315202027415,0.0102992323389584,0.0141453235607892,0.0143165649426818,0.107621199561397,0.0999566140309776,0.171470230436935,0.0336542758524752,0.0243183252160771,0.0310165376177221,0.000129225770083475,0.000260185086420845,0.00434519321661815,0.353212020023239,0.19965161826527,e5c67b4835ed58de7f76ccef31e4a2b6
0.677476582015053,0.0392615173875882,0.717685444398322,0.583745839782273,0.139875862711274,0.13664986103454,2.3570279903686,0.01040228170307,0.0563098066514285,0.114693421360622,0.186357919739386,0.0101941390143343,0.0139318753846263,0.0141615755541305,0.102922330400685,0.0977538115683577,0.173246128184906,0.0334638956734975,0.0252549567672571,0.0315148113200685,0.000119677011178165,0.000254607386831983,0.00377763759757597,0.351615913108909,0.223171784428157,979a7440b324c1373e24a29c6f67b201
0.674008695800545,0.0401809638277311,0.708908364971988,0.586281151680062,0.135778261631358,0.132904959270135,2.3787484646919,0.0102994053916694,0.0563294513725918,0.117734315767928,0.190618797836644,0.0103288630287219,0.0141299074572228,0.0143403924240592,0.0999079540301587,0.0963375579398685,0.174218936824245,0.0333838323612342,0.0254741720994275,0.0313451185360087,0.000119393887273885,0.0002540934713505,0.00385427491118782,0.355335861532119,0.217537531332737,02f7be03c935e202930f29bf3dac3032
0.683183041977167,0.0442987609153101,0.703258011372253,0.56816821417035,0.138077843645272,0.134570212387145,2.36966197310412,0.0102955570028736,0.0554668695065523,0.11595313426844,0.192997356270896,0.0102850107759898,0.0142479882571648,0.0144369043033389,0.102601284261015,0.100257632907498,0.175825123985249,0.0334608413032187,0.0260256038680279,0.0316198966730275,0.000117839753706006,0.000257388472302309,0.0028359252436054,0.351962597652299,0.201494687800991,c53020b3baedd76e8bbae25ff1b25fa0
0.679578600975644,0.0480704784828338,0.695211722959494,0.558818847326827,0.140257306174541,0.137168123838067,2.36431312212818,0.0105474515399976,0.0546137972495771,0.114707479699651,0.19562122564317,0.0101382332247667,0.0139998155428484,0.0142529213502262,0.0965719460412896,0.0963419443482828,0.173833582209215,0.0333399762166803,0.0268732448519495,0.0318586677140681,0.000118982902349285,0.000260884060476211,0.00383697941537302,0.350324310544324,0.19577536596099,1149aefa347ca85b960b5db9a86daa90
0.669417335225461,0.0447884007838711,0.690752974295146,0.559107478504677,0.136012947370525,0.132276666011364,2.37768126639439,0.010756803810642,0.0543058816699991,0.115305003106144,0.202173521172744,0.0102232479990421,0.014008321577967,0.0142656737477802,0.0920161601676107,0.0916858393842994,0.17213033626537,0.033282336160014,0.0263272036796109,0.031721035268456,0.000115161556238282,0.000264286525040404,0.00353229211819751,0.351148341622856,0.198245358779514,5fe53cb953ed3144c0ea2adda721347c
0.660972248329431,0.0434536727808513,0.695125073844166,0.556175172302873,0.140215924976556,0.136201228704599,2.36924573195458,0.0108174006653502,0.0536239121264771,0.117508971312671,0.209822486640938,0.0100150722454923,0.0137473143902633,0.0140483599241049,0.0943379855009941,0.0940532896865297,0.169893173044553,0.0332316508337948,0.0262525172479268,0.0317239262920923,0.000119938174695325,0.000269648313125786,0.00407537527240018,0.352361106983445,0.205550296903933,f9cdab833e69362252edc73f5bca7241
0.667597327718909,0.046083286707155,0.706744939494532,0.569591566136528,0.138006305985547,0.134739689670736,2.39211155349775,0.0111831201833739,0.0545999357514913,0.117804270680584,0.212393763161927,0.00975831946937712,0.0140188407770742,0.014246873260714,0.0936956816702389,0.0908780081412422,0.171030675864828,0.0329478329336452,0.0253308753603553,0.0313908877452627,0.00012312199555819,0.000272795493156771,0.00356141450000187,0.347671138691004,0.187982601409693,595f2e124aa01a5b7b4d5b3960234326
0.675940879806882,0.0493167277253851,0.720599467243539,0.58699854885801,0.140412411438223,0.13650288093479,2.42397589917391,0.0108764835760178,0.0535750833635873,0.120154316502784,0.208772959422756,0.0100167999966814,0.0142209390963633,0.0143978329708198,0.0933627101531374,0.0885183927891853,0.1686554345672,0.0326051400556761,0.0243694364548427,0.0308588373809742,0.000120550346618302,0.000273543047887899,0.00296445370543747,0.345445895985844,0.181606872179178,0bc8feb1b8425bbd6e4851b308ab31b1
0.684762202983216,0.0535160828004811,0.74380200654176,0.606199928408229,0.138206803103018,0.135132659651458,2.39884701476699,0.0108939337363563,0.0536539156892072,0.11544573310189,0.196595666054251,0.0102534397004579,0.0143179575245866,0.0144570454128951,0.0994453935057501,0.0910369567058676,0.166043560776561,0.0329210854434877,0.0246908556302482,0.0310139097775864,0.000128829276715752,0.000270989830555644,0.00373638456752098,0.33933018307352,0.191518881560622,f7034633618a6af3ec701508d602f700
0.675983194784082,0.0539721290617068,0.730768757061883,0.593916811021048,0.137765198002449,0.134166561106475,2.39496903083661,0.0110972694866065,0.0540177331853761,0.114289553302886,0.197597723864896,0.0101733200372877,0.0143207253630847,0.014465926344781,0.101800011573159,0.0924345453969194,0.164017860950369,0.0327850982389004,0.0243240327696844,0.0306142299548513,0.000125172498880269,0.000269485398521512,0.00398584920952976,0.343727300019766,0.187537151956437,22c429fb797973fb8934b62590ce99eb
0.66832151542181,0.0562577800869128,0.738556910211055,0.612944931510778,0.135370771956347,0.131111173764716,2.39215224527992,0.0110513339324909,0.0544175118902675,0.112661787749682,0.193303916067219,0.00991059769944655,0.0145075351991489,0.0146232533220333,0.0975931402486458,0.0888399633781948,0.16338304888002,0.0326048860689628,0.0236787607444796,0.030427433376401,0.000127896105500873,0.000272431991087741,0.00337019907632226,0.341781159845387,0.195010567137059,39df5e7e3658e1a98097c92a6b913772
0.669856990080667,0.0525697992094119,0.729555390049881,0.608221336508744,0.13589252121669,0.130943544704856,2.418892760152,0.0106561630884819,0.0535180770156646,0.115778701262728,0.201917024680287,0.0100128215847537,0.0143515104519484,0.0145119554830477,0.09547911331145,0.0887696837453306,0.164466879607105,0.0327991384684553,0.0240346771409291,0.030322828484168,0.000126048108132594,0.000272808972203249,0.00444783855135844,0.338786419537007,0.177417391607754,163ef756b0d9a3432937f9568a30f90e
0.665657330935836,0.0508741258923532,0.741861707262386,0.626224125861083,0.13397893202136,0.129034892129443,2.41319038406077,0.0108583919475344,0.052855457369827,0.115588097389428,0.200910461803004,0.00975098792512394,0.0145012235191703,0.0146287877566244,0.0997374395411616,0.0924950250547067,0.163965480781728,0.0329735343398045,0.0233009443833571,0.0300201775073705,0.000121889024878376,0.000276092338419803,0.00458479714543561,0.340146706335061,0.193239904366297,af2703c5a3884228bb8dcf98c9b03130
