e,fc,fa,n,tr,w,pc,pa,rc,ra,uIc,uIa,uNc,uNa,vc,va,x,c2020
0.790561425220221,0.0380994688603096,0.585563542903401,0.10430703193415,7.70605497760698,0.00980583461048082,0.0409826595475897,0.185600360352546,0.0121428400371224,0.0119744347641245,0.167863423747011,0.130763180713169,0.00533893904276192,0.0195362291559577,0.000187213305663317,0.000231221763603389,0.41663213459542,0.192037815704017
0.773387452061435,0.0354056855422861,0.594423739488643,0.10861983325832,8.05116384487748,0.0102890362659916,0.0405766676795307,0.186349476069993,0.012219732025289,0.0120478512412757,0.166611025119763,0.135836838382526,0.00493835728145706,0.0184943301566421,0.000192795518441964,0.000231853461228411,0.415982501077771,0.207458697932771
0.764603683671399,0.033985947716695,0.584388869985076,0.10998498783165,8.13969621990201,0.0105782166211184,0.0396879683561725,0.1865519034612,0.0123311082398297,0.0120435992028888,0.166065454625917,0.135269230821479,0.00503129590102824,0.018737935575615,0.00018703101519137,0.000230075946012087,0.414477589952753,0.202491339450062
0.774524438188885,0.0374375166544946,0.586260941714889,0.113649007737357,7.94018143671203,0.00966573097583075,0.0406235585911563,0.194695527154883,0.0124306735278079,0.0115962098275165,0.172585498895331,0.135319987363696,0.00603791814543328,0.01934922191558,0.000193345123530897,0.000227349287183239,0.408322844117739,0.195499763939882
0.78027007803152,0.038765949808593,0.598832839032141,0.109968190073126,7.93491273706438,0.0100064663298906,0.0398562403156037,0.191419524291337,0.0126624316833535,0.0117856526480841,0.174908066380064,0.137646218477323,0.00577166746240484,0.019404961888833,0.000195631534660619,0.000227189956803599,0.412180038216112,0.206233206811511
0.78027007803152,0.038765949808593,0.598832839032141,0.109968190073126,7.93491273706438,0.0100064663298906,0.0398562403156037,0.191419524291337,0.0126624316833535,0.0117856526480841,0.174908066380064,0.137646218477323,0.00577166746240484,0.019404961888833,0.000195631534660619,0.000227189956803599,0.412180038216112,0.206233206811511
0.784874058604121,0.0330743273263927,0.597790826163739,0.110680259204626,7.67404245976034,0.00943970379695405,0.040332108255814,0.191229960559603,0.012763291445917,0.0115690970157277,0.175062592255241,0.130429736655245,0.00616801442988956,0.0192406955649991,0.000199019644509053,0.000225644896216606,0.409374529446378,0.186872069687156
0.776302432427397,0.0365377229054099,0.588647342346283,0.108180528895118,7.82520549803858,0.0098259083814398,0.0405927784124272,0.190234828928786,0.0125491302677742,0.0118817703982842,0.173255849567281,0.134412229924208,0.00553610509321632,0.0186028110257839,0.000197556003879907,0.000220246533172469,0.412669233523154,0.195882862053673
0.784846664886494,0.0323644741713455,0.587681583307832,0.104851683824101,7.60038523298756,0.0100019870174306,0.0405007983045945,0.19306311067826,0.0125179967901203,0.0117705216239117,0.174855765460889,0.133449860061019,0.00500652496495588,0.0188460480752324,0.000194103913217298,0.00022212449641336,0.414269839051415,0.194109014199319
0.784846664886494,0.0323644741713455,0.587681583307832,0.104851683824101,7.60038523298756,0.0100019870174306,0.0405007983045945,0.19306311067826,0.0125179967901203,0.0117705216239117,0.174855765460889,0.133449860061019,0.00500652496495588,0.0188460480752324,0.000194103913217298,0.00022212449641336,0.414269839051415,0.194109014199319
0.786306473837178,0.0242798882071933,0.58107494799205,0.105940790873725,7.8091658285246,0.0101483274787364,0.0421248291489132,0.193444950550333,0.0124536326990051,0.0116129202893547,0.165420480370919,0.128274795371512,0.0046661832419251,0.0189301703011176,0.000200967257371132,0.000221722750026312,0.409485152215148,0.206766574992359
0.77951339241352,0.0277678195526715,0.582446874506978,0.108035764457004,7.98568307731348,0.0105372656188291,0.042715842411614,0.192018201630694,0.0123293116993644,0.0114795818735444,0.168260067264394,0.129026550719277,0.00431562699192325,0.0183476276229439,0.000199303567193138,0.000216338498970443,0.408746438779294,0.214576093331111
0.768731147993278,0.0192540906415173,0.590314536939436,0.102615560120831,8.16484851596144,0.0104447918238068,0.0424945307580356,0.186472747720997,0.0118425124208572,0.010964057217638,0.170025357649364,0.126541072157399,0.00450732670146875,0.0173672675481131,0.000194414906407562,0.000211135501588824,0.402402455114822,0.215396864187632
0.768731147993278,0.0192540906415173,0.590314536939436,0.102615560120831,8.16484851596144,0.0104447918238068,0.0424945307580356,0.186472747720997,0.0118425124208572,0.010964057217638,0.170025357649364,0.126541072157399,0.00450732670146875,0.0173672675481131,0.000194414906407562,0.000211135501588824,0.402402455114822,0.215396864187632
0.760692976713714,0.0201267850463399,0.576378043763008,0.101851308484936,8.2955613393856,0.0100544873263315,0.0425884444326444,0.188151361217471,0.0119223925703129,0.0109475285796267,0.173481681792708,0.13034975628207,0.00419958585524926,0.0169586486674605,0.000198493093659667,0.000214354221576067,0.400001442142385,0.197320500193436
0.754168550310544,0.0163536373193135,0.583971767622986,0.105168685115933,8.16887392585993,0.0100707450228841,0.0428249991056772,0.18872390572034,0.0119078559862355,0.0107790368385413,0.173038344352991,0.132363582443824,0.00471534594961504,0.0164185415632249,0.000194641012490215,0.000212205661951132,0.398766146990163,0.187126698900009
0.750336505214243,0.0221979023889917,0.596620151315779,0.111385493223758,7.35572855333823,0.0100774980777558,0.0451651471608976,0.193129118160887,0.0118538926133371,0.0107923403509444,0.172583025024729,0.119540757231948,0.00384113996772238,0.0167878275082557,0.000202482336442598,0.000211457591580076,0.390314746577023,0.156975174424022
0.764920427230196,0.0167463701931911,0.628526442015938,0.107147139523793,7.18256832303197,0.0104025846793491,0.0454323860703993,0.196777425869525,0.0124338266251125,0.0111070066734454,0.164970421738387,0.120784839812075,0.00410464940756726,0.0172082458822474,0.000191936765381751,0.000213457027258389,0.392580316438456,0.18962942607274
0.793498713629113,0.01348569784492,0.637286623686024,0.101619178339188,6.86817424708664,0.00983602143647429,0.0454510937634137,0.197600534678837,0.0123165488627343,0.0114386675221428,0.164763456754062,0.122691732221695,0.00291537500911601,0.0167487679685194,0.000178604015824878,0.000222811732993087,0.384707604075537,0.178085514170941
