e,fc,fa,n,tr,w,pc,pa,rc,ra,uIc,uIa,uNc,uNa,vc,va,x,c2020,PSID
0.725242912065436,0.0900635778261174,0.716156033338481,0.122528207776067,8.29096040715049,0.012745954281036,0.0519599572279266,0.166827485387721,0.00800733636440885,0.00901528897401446,0.105059457376647,0.125916650196869,0.00721003468825413,0.00997536164426627,0.000218002191814355,0.000276245514817813,0.388496434836087,0.213129688602869,8924b31250efdb8f37589b6459284308
0.7211468459568,0.0868333518457063,0.742209480163766,0.130894018940826,8.20488532699207,0.0129045014988176,0.0509759633132789,0.167730990276543,0.00859674578765329,0.00903966055241202,0.10190997361894,0.119915402799082,0.0059049466378527,0.00990648715856503,0.000208473560900073,0.000279337297871379,0.392293348093407,0.234480983692776,e87f051eb4528f1445e1e4bd25250d42
0.706933592348339,0.0854295321872563,0.74542671257043,0.129600280013916,8.1009683748976,0.0127217097025298,0.0512194433700301,0.164991879794353,0.00858844857296869,0.00915576188198663,0.0982890011054706,0.126803537501292,0.00561617614590099,0.00925888236875758,0.000203957003902485,0.0002720882744096,0.39748286387951,0.224608790080983,a93a20abe63fabdb66576bf28c179e4d
0.701374744494145,0.084849355171392,0.745631056549543,0.130459265458974,8.04396415216975,0.0132992620728194,0.050615724157954,0.167548588197329,0.00834215902336584,0.00867228418440226,0.0923662937759224,0.130863193715342,0.00528484907936008,0.00903957388605409,0.000207465483186019,0.000269172385086108,0.396298472980902,0.204872099807706,e6219925aee13bc41c67932c169df301
0.713837868303325,0.0924284426210394,0.733148579119568,0.136702482417813,8.52246726177001,0.0122461620524886,0.0501042751737228,0.169975977097234,0.00884385522274048,0.00911706109951915,0.0921130386643653,0.141367125025163,0.00649874966540539,0.00784388433481658,0.000207604918516975,0.000264357287356909,0.396366465372412,0.234128280075217,119f8e4e0c84baf49d53f024066ae4b2
0.713046441774901,0.0867068154475825,0.727906467085699,0.131777760223181,8.64023137153978,0.0123059634299809,0.0509116545518335,0.169036575432038,0.00918831269461394,0.00881810465500967,0.094421515117738,0.144329711910163,0.00515683226307536,0.00823380492365054,0.000208005389440648,0.000265423806528723,0.399963127041209,0.235957910894443,2aff459c7bb38077717feb53325be3ca
0.734991575645343,0.0868991019898459,0.728961808025901,0.128788103081686,8.21932538918076,0.0123047455565905,0.0539801714134134,0.1654980800453,0.00911034143738316,0.00892108609128757,0.0895012103341424,0.149086148686484,0.00457362627691494,0.00735918354028688,0.000197121812808228,0.000264669720995743,0.409055126523099,0.205220159240552,c8c590b2b6de6a0c405627b3caaf1a01
0.7383411195309,0.0872623837795509,0.723267763755504,0.126698811573993,8.00596127052667,0.0119479501611414,0.0528991249537084,0.167323958059918,0.00885396781563549,0.00872189852959004,0.0875149137058576,0.144851365281315,0.0050681411922506,0.00757711206216064,0.000193097859721451,0.000265848079698016,0.413799706714233,0.199506600103103,1fbd3143261eae3672c5571953f8de1f
0.746419523151544,0.0870907586282753,0.726149834222425,0.133757061717489,8.23700445237211,0.0124074369693365,0.0510582251169236,0.168888183426129,0.00878736074799146,0.00894139167911876,0.0902017725474679,0.147516352014589,0.00516156611827587,0.00740495634434305,0.000194204069917124,0.000271649353661185,0.41842080369831,0.207733806348802,efab1afaf561bead0552b93c01a3d858
0.75337855835526,0.0861620824336094,0.727184304461144,0.127704141670931,7.83826196310762,0.0129800609641598,0.0483905110674898,0.171084871624448,0.00957987383926157,0.00927851654669727,0.0933423281522302,0.144967336347588,0.00610807024736114,0.00727438004014288,0.000199001394667014,0.000272674739302513,0.41724577111533,0.20870437350645,e4a5205a80c4adf0bdaaefa12480f360
0.757332152189688,0.0833934507926358,0.727360045554082,0.12757316994405,7.94173129401437,0.0131457022397216,0.0493477562846861,0.17103732098867,0.00953058563630228,0.00910107399267154,0.0979356147210375,0.149828857346119,0.00567239740958457,0.00679585386292576,0.000202058080092282,0.000275001635120789,0.417264236663772,0.212071771499407,50650f2e2d488e400cee0d20575e5855
0.757332152189688,0.0833934507926358,0.727360045554082,0.12757316994405,7.94173129401437,0.0131457022397216,0.0493477562846861,0.17103732098867,0.00953058563630228,0.00910107399267154,0.0979356147210375,0.149828857346119,0.00567239740958457,0.00679585386292576,0.000202058080092282,0.000275001635120789,0.417264236663772,0.212071771499407,50650f2e2d488e400cee0d20575e5855
0.74575450600531,0.081804412366252,0.738251732248799,0.124344166505827,7.89717571242195,0.0131271923318653,0.0484289601337427,0.170515211667131,0.00928540494607915,0.00884464632464169,0.102782273892643,0.14772741812968,0.00612416527491989,0.0072148622915952,0.000196960516774597,0.000279741368331155,0.415567452427716,0.215566164780785,65bb74af38dec95344c5ca779ce2fb3a
0.753483895603056,0.0837962634079679,0.728218284477394,0.127555853706251,7.9229920933942,0.0134772638265891,0.0471185875484173,0.171170732601491,0.00939352045684905,0.00872376590991821,0.0953744319852865,0.144182100917193,0.00586587701533881,0.00713770392008686,0.000192365072683838,0.000276273476242095,0.414720980550803,0.212009194152989,73baca67021552e204617cbf04d5a37e
0.750993081483253,0.0888048867168681,0.701153810760606,0.130430128483798,7.98511045078092,0.0135961428398804,0.04505791145396,0.169559943422667,0.00965540908176576,0.00946342061152962,0.0927478195258897,0.139981578225485,0.00721940355253279,0.00717097542053173,0.000196072779396661,0.000276903889319598,0.412093352248259,0.187266911331445,b20447c32bebf13befa64a3cbee8086d
0.735606177831851,0.0861084150084586,0.708254153954143,0.122987252527713,7.81867098844965,0.0137234506158373,0.0477762822114071,0.173095262376614,0.00945814586972143,0.00971660932407934,0.0866523260208146,0.142273702770062,0.00708430465251103,0.00698992728938047,0.000188425835092038,0.000266914311478028,0.407530241582391,0.214865996514037,c9ea062a9fe2e8ed2c76d28351791604
0.723724349495249,0.0883880401478744,0.700441735413597,0.117126567888167,7.91834110464371,0.013233064736459,0.0482202235556943,0.175389655966528,0.00970796290622222,0.00894664738998812,0.0927736647145718,0.144626612376108,0.0064050213479032,0.00584323116546541,0.000188735561687598,0.000263765662361565,0.41280274110515,0.207659082721415,9113c7db2cbbd9a98bbe574bc5fbfb02
0.715209145227766,0.0865540360198625,0.695666285877274,0.118833221878602,7.80495528852483,0.0133901279495502,0.0490253297496931,0.175340264573014,0.00997852954315853,0.00921298805673254,0.0841895239748831,0.139408053449483,0.00632777448279645,0.00629620337277734,0.00019197751248827,0.000260096050416376,0.410179683285304,0.213736432359991,884658f289bce27ff06ed7c8c26a6299
0.700802498021545,0.0848513554235668,0.682130020033798,0.118779011374872,7.82441819350111,0.0133037281120241,0.0475617173044609,0.171979840399021,0.0100595485373896,0.00957192589588879,0.081112441460984,0.132108102725336,0.00585535706033566,0.00580975508616908,0.000188626350298951,0.000253758186883787,0.41245177394993,0.209334805678212,16c1ca96f533f8cc05d54b47f7c46da2
0.691053508699546,0.07720488749526,0.678427001276621,0.119027875279503,7.86881243109513,0.0128877548418609,0.0454731542209417,0.172518267441804,0.0101247341183934,0.0095062423213322,0.0817626324491712,0.129972067212623,0.00473848143273767,0.00651553483956251,0.000186876725856001,0.000253840810078261,0.412448999185883,0.199079393747427,2c4a1dd1ca873060b563a95819edd7d8
0.673190558736113,0.0774272786898167,0.655737959817362,0.117913815724002,7.84443061912771,0.0133653536054153,0.0469753163688078,0.176335632831748,0.0103349675175037,0.00991128748617114,0.0840313681159241,0.126671261344863,0.00462177256812188,0.00586896437180734,0.000177491252929768,0.000254475623057837,0.409963202154524,0.206206940293773,76d3c00b681c4c3173d10494b380d36f
0.663372249883489,0.0774206264239114,0.652352629129994,0.114701544480108,7.5711653867903,0.0132991218564369,0.0485403156708492,0.172896254328344,0.0102221480623807,0.0100231453916898,0.0843825554917206,0.119303264795101,0.00434648369258388,0.00494481113231472,0.00017151915310315,0.000251950766287981,0.411039844616243,0.188086776891998,4f9fda89b56f20a2c84b4a48656acdde
0.654017648999141,0.0762961719191165,0.638388155902658,0.112275885954782,7.44820817866525,0.0132087475230255,0.0474243513127105,0.171715672113107,0.0103787801605283,0.0100936760094625,0.0799373249654036,0.114859423367073,0.00404374183155962,0.00494679426154685,0.000174738393281474,0.000254862699112386,0.4148478357362,0.178190154634456,e63957f7d2aa656a1232684fd4e28261
0.640051644786209,0.0778182051187758,0.622304582387394,0.106284542143246,7.32143085710501,0.0134416181782036,0.0478810082970328,0.174428284797544,0.0100532506512522,0.00957965382761277,0.0713042302388269,0.117190376372343,0.00357568068700092,0.00454168805083445,0.000178017900373256,0.000243237528383725,0.410978711797861,0.149078476447968,c934be8ea5e634036a735fd67f887e5b
0.627946416761784,0.0778325269750624,0.620903724790659,0.10447852042637,7.15790434881549,0.0133120176178832,0.0469535423634422,0.175091284311718,0.00992674681735549,0.0100747692238138,0.0702031495008541,0.110231835678695,0.0031013186238771,0.00477545770456448,0.000170292005527731,0.000250931050379879,0.415599494682835,0.170065327342762,82f58ecf99fc056ac7f8811c2b9e8a4c
0.625890040636053,0.0807759353253875,0.632737627062745,0.103933153877035,6.85304050474575,0.0129279121666307,0.0480839398482317,0.17518867792302,0.0100176840358145,0.0101983593352191,0.0752004902429708,0.108734064544108,0.00334205720422923,0.00493086694336413,0.000169864912585182,0.000249824614617041,0.410756850668529,0.151476714954066,d73df9167801f4d0da16599b0183f0a4
0.618804409837645,0.0788459285869415,0.620514198244525,0.103001448452168,6.58580584929209,0.0127155948176163,0.0489654910273653,0.173779698766442,0.0101760572334894,0.0102613365232068,0.0774972010871607,0.104533026759952,0.0033762712203317,0.00547648956702559,0.000165873632871065,0.000249551718341274,0.415039938862336,0.131727628165453,e6ef030874b5cccd1010f24835574143
0.610051139552709,0.0798080276910802,0.630743867904454,0.100837394105611,6.35147645765799,0.0128231132508328,0.0489670716431362,0.177133354373462,0.0100719396998022,0.0103343203041757,0.0763439891968582,0.100623540559328,0.00275755405534651,0.00510787547462314,0.000171452755889745,0.000250577696241214,0.417267490076276,0.146989737414235,b4bd25f96694782d1b21a44c3ded5c77
0.602735499888978,0.0784425056134756,0.614370664040946,0.107788453080572,6.58262630049181,0.0125067199999184,0.04848313122924,0.177561163747606,0.00986170406762482,0.0107762308198953,0.07025748625726,0.0996473807812791,0.00216516023560463,0.00424955725057423,0.000173961307873138,0.000250802424891514,0.407503840607519,0.134626379643213,937205422b2e18100b091f1f68e670da
0.602766247092362,0.0799186212114944,0.613425054606411,0.105184815243869,6.84912669269513,0.0130041632279671,0.0496285392125207,0.179741268636075,0.00993381860309621,0.0108983070271284,0.0675677383558725,0.104436514623811,0.0025747832680357,0.00366191770954387,0.000175295642666201,0.000242998821279618,0.399468381039318,0.155455664644602,c80ab493f787dd7d480de896565897b1
0.602766247092362,0.0799186212114944,0.613425054606411,0.105184815243869,6.84912669269513,0.0130041632279671,0.0496285392125207,0.179741268636075,0.00993381860309621,0.0108983070271284,0.0675677383558725,0.104436514623811,0.0025747832680357,0.00366191770954387,0.000175295642666201,0.000242998821279618,0.399468381039318,0.155455664644602,c80ab493f787dd7d480de896565897b1
0.602766247092362,0.0799186212114944,0.613425054606411,0.105184815243869,6.84912669269513,0.0130041632279671,0.0496285392125207,0.179741268636075,0.00993381860309621,0.0108983070271284,0.0675677383558725,0.104436514623811,0.0025747832680357,0.00366191770954387,0.000175295642666201,0.000242998821279618,0.399468381039318,0.155455664644602,c80ab493f787dd7d480de896565897b1
0.602766247092362,0.0799186212114944,0.613425054606411,0.105184815243869,6.84912669269513,0.0130041632279671,0.0496285392125207,0.179741268636075,0.00993381860309621,0.0108983070271284,0.0675677383558725,0.104436514623811,0.0025747832680357,0.00366191770954387,0.000175295642666201,0.000242998821279618,0.399468381039318,0.155455664644602,c80ab493f787dd7d480de896565897b1
0.599438699791769,0.0766016543793676,0.638546268793506,0.110497850890281,6.9249131864275,0.0123880508870057,0.0516577261188609,0.178295448016194,0.0107272427208657,0.0111625405469259,0.0718264857222058,0.114592345701307,0.00233430085443789,0.00350678362020978,0.000169960568571371,0.000251621178066066,0.389024874065083,0.149740359375092,7eed3f4b87d1132d16384624017a26a2
0.597349620572474,0.0727979974576979,0.627475396805758,0.112265958460566,7.10060729864146,0.0119252390664579,0.0520811036619047,0.175589400472159,0.010206941778497,0.0115032763982797,0.0765238101530305,0.11255654301532,0.0034376785412829,0.00382768011474356,0.000174958880418963,0.000245646301723901,0.388508530355353,0.150686939712592,2eefc4d9b75747359c5f647a711912f1
0.620053619586625,0.0761656976725396,0.612036885951645,0.111379249409198,6.99263270938619,0.0117163624912976,0.0530255901185285,0.178758038724471,0.0100098070405509,0.0116529330882137,0.067741070047376,0.108427581179148,0.002905065153191,0.00295660779402356,0.000171665507760024,0.000246853730217645,0.395978762965281,0.151898883620463,bc7b732ed5729584571c9e48cb514207
0.601926582152871,0.0704112890263017,0.635727543767269,0.108109373081434,6.58196517119934,0.0111261871015087,0.0530025109171833,0.178528707091261,0.0102970336903032,0.0116434953986696,0.0669999009559332,0.108362917224889,0.00211297842419894,0.00306669762482899,0.000168008633417734,0.000244879141479207,0.395643372933246,0.138786892703072,82a636dbb223b013505aa8f117e8b771
0.591372228364288,0.0670237491603951,0.638398912342302,0.108633789334185,6.61559918896613,0.0108703140484245,0.0541424592669747,0.180387219962223,0.0103497438068867,0.011447349699379,0.0685980072485544,0.112513280669105,0.00159725509270936,0.00339132479639108,0.00017266944737349,0.000246715132435693,0.391614038824449,0.139001719025056,4966520d2ea953ff37017270e7af0264
0.567244843269361,0.067706660516617,0.653419492792561,0.102375934763729,7.24163966322493,0.0104232068158616,0.0526957804887146,0.18307285001799,0.0103538649435867,0.0106667379381085,0.0788826853089669,0.121243199009608,0.00132922532718521,0.00349725313082398,0.000181630068342865,0.000253944808346692,0.394174601303514,0.20287579788733,de96e3b27345e4f98b23158eac5599d8
0.570873629063128,0.0651463329031933,0.648952330727895,0.1048598312261,7.07808360119072,0.0100313336159423,0.0538577403592699,0.185656523929082,0.0102812770417548,0.0105890055514265,0.0818423273178311,0.125098748810041,0.00098541920738928,0.00389067357939,0.000185198580677439,0.000249023019900571,0.39562953590124,0.180220434033867,d6178e2addb3fddb8ec9f3e6fd99ddfa
0.585016342168621,0.0686229491844566,0.650874020213766,0.10894160156905,7.35925863874177,0.0104575613704285,0.0522808913646243,0.182000012052193,0.0105975271575712,0.0105173079562902,0.0827992971532638,0.127854963998216,0.000739065856420673,0.0029775162867918,0.000182930537516654,0.000255415197878189,0.400858492306512,0.182327540892384,beda5adebf3dd62029c04d56cff5fdbd
0.584885675519438,0.0646563882194456,0.667577581416502,0.103443139940969,7.60703858935647,0.010974921458245,0.049531698119846,0.177491015444937,0.010495403351383,0.00987905784358322,0.0932152015927345,0.133127645287898,0.00113411849146292,0.00202076031705417,0.000174453107572673,0.000261431593967688,0.399849747615051,0.199856182790639,f1a5f194f0bf87e4ddadfd1c2a3ea6a9
0.581828617066955,0.0685240056971592,0.671816541654897,0.106675796624991,7.33358142840237,0.0111539149075686,0.0489295746823014,0.180714854969567,0.0106070311626903,0.00971955746499127,0.0931257788580043,0.130268059575906,0.000476171351051273,0.00155117335681392,0.000172785581695826,0.000272660527223596,0.39818923399735,0.187736152278252,7b123ca2aadd8a63e19b8da69a16d230
0.59298437864748,0.0671260404699569,0.670731645885276,0.107808085977465,7.44625098003142,0.0109106288189295,0.0469792892042573,0.182425773638509,0.0110568730080773,0.00958073703445938,0.0993830060586477,0.125991928925519,4.36953921590746e-05,0.00184759608950311,0.0001810450968555,0.000275955961714756,0.39165385338529,0.184283625323972,d30313ce4ef5861c478542b4b311b2b5
0.593480721319397,0.0662845137686404,0.674867161347034,0.11423143784347,7.47781909431752,0.01099477971782,0.0501764518733217,0.181007852530528,0.0109386690407832,0.00951971726029822,0.0939828870308881,0.119066357059058,0.000264500674880919,0.00209730481811534,0.000187432927141519,0.000274106567374179,0.396830765724686,0.199168943725616,f6eb001e0e0aa1f4081ac22a0ab8041e
0.58263767174835,0.0661561507699046,0.680009533173572,0.110827586059553,7.21710030066383,0.0108903929492151,0.049144167813909,0.180455551449089,0.0108005859062173,0.00942458085034661,0.0912021154393479,0.115907230636657,1.67816693774758e-06,0.00166381829817588,0.000186806615989233,0.000273715163912036,0.396729278895708,0.189631961620645,5c7903b99aabf13d0c18a22e85335fef
0.580416539306703,0.0644925444080989,0.659849450215295,0.107112566518625,7.12983892805697,0.0114293305917448,0.0491277155407628,0.173919690733971,0.0108016950467707,0.00941729804137666,0.0960350667865384,0.113620923720773,0.000669418164060981,0.00216370827084562,0.000175601829040716,0.000279929993961671,0.400174618994389,0.153987254699627,7d89e98628690be8eb5ca6d9c384950e
0.587371866547773,0.0644223777219458,0.667242358008435,0.10044033810127,6.78833729932785,0.0114409306227982,0.0490755720544601,0.176104166737587,0.0113027631295003,0.0093772156746642,0.0942094196578787,0.108594418768713,0.000444255355189989,0.00210659985199833,0.000171123787736778,0.000277455798346234,0.398102757938386,0.150716294424442,4ef63ee2d40d0a2a3cff0307f0f1eb78
0.579665899369042,0.0669069177288334,0.667713362398738,0.10117890654544,6.90097821677815,0.0110852304415057,0.0490278955514138,0.170912678893353,0.0108713148117213,0.00909524955040198,0.0981780989104987,0.105030587897322,0.000450767845723224,0.00197884167985957,0.000167770024008103,0.000275384697367892,0.40006648196335,0.144886293228115,af38ce24953a8188b671835fc4bc4525
0.574941614428036,0.0644156584539054,0.672330627719473,0.100964273918912,7.05777037883042,0.0107005185257574,0.049778644110259,0.169536145268028,0.011104254115838,0.00897147873151233,0.0969704156729963,0.10248786070247,0.000502346703074217,0.00197917620951259,0.000170086843611879,0.000276033987693176,0.397606370072424,0.15280864201109,e6f802d60dec7f96b06dee3b7ec540b8
0.574941614428036,0.0644156584539054,0.672330627719473,0.100964273918912,7.05777037883042,0.0107005185257574,0.049778644110259,0.169536145268028,0.011104254115838,0.00897147873151233,0.0969704156729963,0.10248786070247,0.000502346703074217,0.00197917620951259,0.000170086843611879,0.000276033987693176,0.397606370072424,0.15280864201109,e6f802d60dec7f96b06dee3b7ec540b8
0.564594046870136,0.0684793088422462,0.671436882966885,0.103128927269013,6.75487966046964,0.0107551542916835,0.0489705799870026,0.170971427326333,0.0108572113365182,0.00884766364851749,0.0972642879857603,0.0999168545735939,0.000739295788659065,0.00251235189687116,0.000165391698201666,0.000276299720604457,0.399022656607267,0.13555955439851,3fdac3a09cbf984005611f90ef2b606c
0.557054277900566,0.0646857568096421,0.679072256507186,0.106248002676982,6.79867049258145,0.0108965868093242,0.0479571475360015,0.170240464270245,0.0108323534514765,0.0086661198845838,0.092604388799195,0.0986190140841671,0.000767123318298509,0.00312097508320427,0.000163213921689437,0.000279945585230127,0.397818071743795,0.140185146521519,4e5ef1b2273047df8f2d6a2a4c40c8fb
0.557054277900566,0.0646857568096421,0.679072256507186,0.106248002676982,6.79867049258145,0.0108965868093242,0.0479571475360015,0.170240464270245,0.0108323534514765,0.0086661198845838,0.092604388799195,0.0986190140841671,0.000767123318298509,0.00312097508320427,0.000163213921689437,0.000279945585230127,0.397818071743795,0.140185146521519,4e5ef1b2273047df8f2d6a2a4c40c8fb
0.557054277900566,0.0646857568096421,0.679072256507186,0.106248002676982,6.79867049258145,0.0108965868093242,0.0479571475360015,0.170240464270245,0.0108323534514765,0.0086661198845838,0.092604388799195,0.0986190140841671,0.000767123318298509,0.00312097508320427,0.000163213921689437,0.000279945585230127,0.397818071743795,0.140185146521519,4e5ef1b2273047df8f2d6a2a4c40c8fb
0.540869112293995,0.0597688957298547,0.641751697314777,0.106736742261462,7.09067732674619,0.00992744912726908,0.0470787106928247,0.171493319914943,0.0111182994735296,0.00896714067458729,0.0878049449789557,0.0973728165688639,0.00104176693801187,0.00320087773962346,0.00015318601130383,0.000281136713174525,0.399162364133168,0.136347604756054,355e3005d6430e86585ac822175dd836
0.540869112293995,0.0597688957298547,0.641751697314777,0.106736742261462,7.09067732674619,0.00992744912726908,0.0470787106928247,0.171493319914943,0.0111182994735296,0.00896714067458729,0.0878049449789557,0.0973728165688639,0.00104176693801187,0.00320087773962346,0.00015318601130383,0.000281136713174525,0.399162364133168,0.136347604756054,355e3005d6430e86585ac822175dd836
0.547263148040759,0.0633445705319147,0.634153499071337,0.103160076728382,7.11219403120531,0.00991744287105881,0.0456422726659415,0.171154480953318,0.0108349381324337,0.00884587694150075,0.0857471694918313,0.0953782919212136,0.00115576925340297,0.00304578872498108,0.000158727289703916,0.000277255067771127,0.402613745105644,0.140044585950581,597b883c42d5c3f63b94209464d4e482
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.556854018874176,0.059620955645801,0.624495893392535,0.107102464086659,7.17219405579745,0.00996835929094839,0.046717400237831,0.172070503964172,0.010760135329115,0.00895986468666609,0.0904678667385232,0.0952078202133641,0.00122735409838441,0.00260413129350647,0.000153685303809412,0.000279047836160032,0.399406992606597,0.134984862476879,72803d251ba150831a7dc0e067fca756
0.565653091609894,0.0627231191880695,0.629231298206052,0.103911305856675,7.24468180598785,0.00956602916555688,0.0478020142237698,0.174369287174449,0.011016883126635,0.00887905468107894,0.0861241291777743,0.0995654390969711,0.0014151956923782,0.00293208882331015,0.000148011953873307,0.000281374923958953,0.398993153720154,0.146548559917717,fa4e2d056ffaeaba94010ec36b952fe8
0.567262622492864,0.0666266125558789,0.623785737441771,0.107060473731156,7.07721126022378,0.00936662724497549,0.046677014830953,0.176724346026608,0.0109587568478841,0.00858998534408472,0.087412766153035,0.101536292769261,0.00187348333569234,0.00300133090763307,0.000144083953301411,0.000280458707477382,0.399816967408632,0.1250645018908,c9f94140e843f66deca8538534151215
0.567262622492864,0.0666266125558789,0.623785737441771,0.107060473731156,7.07721126022378,0.00936662724497549,0.046677014830953,0.176724346026608,0.0109587568478841,0.00858998534408472,0.087412766153035,0.101536292769261,0.00187348333569234,0.00300133090763307,0.000144083953301411,0.000280458707477382,0.399816967408632,0.1250645018908,c9f94140e843f66deca8538534151215
0.576870341173507,0.0686073772943039,0.629386153671884,0.106375493848771,7.17100724897702,0.00965382785976026,0.0479005754196457,0.174459541285333,0.0109590561203163,0.00883265328394191,0.0885242287631529,0.102294645163125,0.00199798747580964,0.00289116951125626,0.000145509889587749,0.000277440567180726,0.401332008683604,0.137659090832248,b3268588bf4c18186adb2a18274a8c12
0.562540063484632,0.0727197641428263,0.63638811673623,0.100124857153835,7.35504532362502,0.00952007471531805,0.0516670547913573,0.167636428150381,0.0111004379650312,0.00840271361169371,0.0918470368047005,0.101727717595265,0.00194272976057502,0.00358963396179332,0.000135514736443869,0.000277695043689483,0.404436632988307,0.152332821929402,bcb2ba4c19b5c24b4444e2eb133c6dd4
