e,fc,fa,n,tr,w,pc,pa,rc,ra,uIc,uIa,uNc,uNa,vc,va,x,c2020
0.603042567614466,0.0951058016857132,0.536773473955691,0.110187803977169,9.52633313136175,0.019014478428755,0.0497836808231659,0.19037784030661,0.0143051402969286,0.0128650701255538,0.0385163060645573,0.112459355050698,0.0173853870606981,0.0153418370112777,0.000125324568524957,0.000228626365400851,0.28143970367033,0.162761281565542
0.620337546433366,0.0990791119557022,0.542344066243589,0.117382276994651,9.74731227199385,0.0187962643283546,0.0517640191983501,0.195161435418947,0.0143681223376963,0.0125926810264063,0.0357030390339193,0.113682727797448,0.0166142656483085,0.0141033251060263,0.000130539928150622,0.000229631175849901,0.271854286218843,0.159248040098097
0.635591711127183,0.101242826228567,0.530109402543482,0.116599322983793,9.67114267976723,0.0187470119270599,0.0546818334874938,0.194128895340576,0.0146414822017178,0.0124982372105608,0.0279794286752052,0.110132765377032,0.0159688899941363,0.0150261542445308,0.000134125720904073,0.000232552779686811,0.274250073175913,0.156016391846297
0.643485163960692,0.101238278857218,0.535216995323583,0.116953157729396,9.58571503621918,0.0184294699966836,0.053683608013595,0.196773917752734,0.014651973059287,0.0124013250154176,0.0213654638138346,0.110633200722918,0.0159876906319133,0.0146860951353004,0.000135911090936246,0.000229601181990643,0.273666296834893,0.160189376783147
0.638191792233534,0.108204072850904,0.536467811712171,0.122009109547941,9.48519761225155,0.0180591405939332,0.0516421144122269,0.196888551253697,0.0144815889657113,0.0126955115699838,0.0219804402581652,0.107516691090258,0.0154281839617995,0.0146508603971693,0.000131391069165473,0.000229903039554207,0.272675606221222,0.153446006276339
0.636802486229209,0.104528044543367,0.542386497471599,0.120134782737904,9.39183437940027,0.0180888513975546,0.05174024679059,0.196053919685173,0.0142695266336013,0.0125300480846233,0.0226921940195046,0.107376294255442,0.0148645383156931,0.0149561780742596,0.000133814157191458,0.000230560562083431,0.272227982406547,0.155058338209362
0.630922905157881,0.102046756756939,0.535958405914607,0.121956810064172,9.63133826536607,0.0184077922856457,0.0525687846780268,0.198434259711892,0.013985207833336,0.0123676633267303,0.0214585938129857,0.111093518952693,0.0154839799132515,0.0155121971862794,0.000133413089175271,0.000229148302130242,0.270586071193384,0.160577597414001
0.647673630203738,0.0987284587513382,0.531870426703165,0.126678377119173,9.51673908486644,0.0184784938102285,0.0528870902769673,0.199207866293729,0.0141201005178962,0.0123885270843754,0.02342275561025,0.10931892058112,0.0153465362601914,0.0156985265739902,0.000138460983132334,0.000233887754297456,0.271909672721897,0.153693261544754
0.668546100757171,0.100984375486394,0.543793046736639,0.136298775773348,9.45998709210022,0.0186572089445475,0.0536309121242372,0.195002225806411,0.0140429285628075,0.0128475957933257,0.018439410213352,0.109158589584442,0.0155774568417526,0.0166506683705002,0.000141847468473975,0.00021927969743976,0.284342507318857,0.158071807082727
0.667627101175921,0.0985594107480995,0.529533937342949,0.134486291178379,9.58567865343331,0.0183063415206221,0.0527738299721364,0.195173306865376,0.014151812194156,0.0128338298753115,0.0140141847501556,0.109324198899131,0.0152161940141717,0.0169889269348514,0.000146131282599285,0.0002196464746432,0.28588943930866,0.157276071930911
0.657412030325249,0.0965559511812846,0.535564600667156,0.131167514802889,9.49941945797699,0.0189107252553357,0.0520828033492551,0.196090311233012,0.0143352136729977,0.0130225279103877,0.00950564124083533,0.110652535135574,0.0162872934573247,0.0176406240053042,0.000142713434542811,0.000218892585100215,0.287304720228174,0.159622326696912
0.666508557827905,0.0957892591639847,0.526975950935644,0.130683303605418,9.69873372483164,0.0182669398607242,0.0509311356225383,0.194839976601196,0.0145230279910903,0.0130076730831668,0.0098364254486087,0.109049403985269,0.0166788498166541,0.017886983413875,0.000140728653187551,0.000222968976518167,0.287798047113951,0.162915776521897
