e,fc,fa,n,tr,w,pc,pa,rc,ra,uIc,uIa,uNc,uNa,vc,va,x,c2020
0.482531806454063,0.0616050151060335,0.744984092540108,0.111749570711982,8.98165852297097,0.0164403552368749,0.0401367795327678,0.187213626988232,0.0137250084755942,0.0083250064169988,0.0854169609434903,0.148781389793847,0.00121487103030086,0.00417450861353427,0.000241296267323196,0.000162405756628141,0.371991408118047,0.247053176555089
0.500194846806893,0.0736669764810186,0.722002573526325,0.116579234072098,9.15969022202637,0.0162657987617305,0.0422168388752122,0.184288749007765,0.0135437247148195,0.00848113378225855,0.0957329565512178,0.154900181693139,0.00242549028782502,0.00400241001000658,0.00024763107018622,0.000167290995964115,0.378746860835811,0.239358413655692
0.50643374115308,0.0681929276139228,0.712855132508006,0.116828692919182,8.90321766175733,0.0165537815575656,0.0415189368771674,0.186842565142116,0.0133047452440651,0.00863865689847201,0.0997277491971345,0.151400953820159,0.00380771766130587,0.00429078809682891,0.000242454757550836,0.000171017160576792,0.381779014153574,0.23120428853657
0.492591851815887,0.0697734984405378,0.718213074442172,0.111387153903342,8.63102495349133,0.0157004931517307,0.0394995038462242,0.188176357994605,0.0130359557363647,0.00842783671625529,0.108625635393804,0.145583149099547,0.00289321764093554,0.00327186323907387,0.000239581448300236,0.00017065680611367,0.382249627366736,0.241275330690702
0.487616972539688,0.0730774694604179,0.686111482965443,0.118649435985087,8.29890755983508,0.0154262892135918,0.0391192967037309,0.193858575470957,0.0128568840556425,0.00830445532167732,0.108123614456308,0.13880352692299,0.00334390624983782,0.00284337778027931,0.00023659511740927,0.000172633478039629,0.390133825982542,0.217741931031678
0.498969819696994,0.0733213412743356,0.690750207755617,0.119533304597268,7.71926041706363,0.0159130971244446,0.0409552036924331,0.19659572663264,0.0124709777066456,0.00921386626331952,0.114923245562826,0.141741406438291,0.00293486205841097,0.00220217013253724,0.00023498832225241,0.000177770623850166,0.393445646128594,0.204711149937943
0.494078572257371,0.0718453700862896,0.688188365730895,0.117549926850593,7.63492835293349,0.0157824605420253,0.0401248174275742,0.195611811058297,0.0123574400854749,0.00896683092195594,0.116992440517722,0.137499682618656,0.0032937603137805,0.0027019692659298,0.000232692822195235,0.000176480333121566,0.39266998623236,0.191988541529071
0.491359139501805,0.0702856529858518,0.721553502942287,0.115886654249132,7.89634578624261,0.0153512874285046,0.038562071320465,0.195643815316708,0.0124848612125023,0.00943342624506897,0.11775775458459,0.13335063756123,0.00286065329878985,0.00253716783301484,0.000236293074665129,0.000167993964823041,0.381596609997581,0.237333475265324
0.502928136990811,0.070309920111366,0.72132658407263,0.119239659350018,8.46406781012715,0.0150731609389387,0.0406223357308876,0.19199950380824,0.0130130467231626,0.00963189881246963,0.116430928562337,0.140997887464866,0.00283539782952923,0.00199177666984528,0.000239206094415529,0.000161549880744613,0.381049668450814,0.255217069006834
0.511196412352504,0.0704867417682759,0.735617331650861,0.129878299484304,8.68061615894068,0.015825506692893,0.0435004881780661,0.190457612710078,0.0140429965369762,0.00971646153890606,0.116512566798475,0.144045925865337,0.00362186174748844,0.00249643183112182,0.000242660580610027,0.00016669513294604,0.373980103092101,0.244952797545025
0.509208572088206,0.0622718294304356,0.725283714157693,0.127984490647831,8.26401867221153,0.0156151970372314,0.0420523872139459,0.193510698306577,0.0146405711684182,0.00977972950221903,0.118920782177314,0.144743409279877,0.00411336999333625,0.00267055731367598,0.000243209243221022,0.000173971951050939,0.372077387307762,0.226451925853404
0.544211006133553,0.0526532997334192,0.745908193818226,0.127207788561893,8.452540287503,0.0150690047962555,0.045718663408948,0.189228887078432,0.0140678200849055,0.00919578323285408,0.12503824335954,0.142697959577337,0.0039383267693211,0.00186803004727718,0.000241417125499728,0.000173892687468727,0.365897425018674,0.217821605222919
0.541476047309378,0.0501877831199219,0.703392299199884,0.123817905620806,8.16241551485126,0.0142166023694359,0.0468132533631021,0.188142489452765,0.0142522118898981,0.00892722637388064,0.119430550998343,0.131283427385557,0.00408177357000304,0.00313971623039882,0.000239725292290172,0.000175402861644951,0.368586305189347,0.191057361908945
0.535092571999573,0.0494714655474847,0.709296690097242,0.127775178068645,8.40014916272132,0.0140818519910745,0.0477628812685826,0.191533544032514,0.0139864549226157,0.00875692766328042,0.115433280203696,0.130751339105229,0.00427004372573275,0.00318463506827988,0.000238435018499098,0.000176750594171716,0.364746759482517,0.192191188867358
0.52099178724319,0.0506425589228648,0.696055607452835,0.134850373790678,8.37253937246108,0.0141396313838396,0.0472750928499464,0.193125039079448,0.0136856152143788,0.00873942366555574,0.124378875714604,0.125684755936035,0.00316560685279095,0.00272154218366716,0.000234566819811369,0.000180950416163237,0.36665826117396,0.197940116884771
0.52099178724319,0.0506425589228648,0.696055607452835,0.134850373790678,8.37253937246108,0.0141396313838396,0.0472750928499464,0.193125039079448,0.0136856152143788,0.00873942366555574,0.124378875714604,0.125684755936035,0.00316560685279095,0.00272154218366716,0.000234566819811369,0.000180950416163237,0.36665826117396,0.197940116884771
0.516407330988538,0.0538688407406931,0.683766563034732,0.134992099417438,8.48875007078744,0.0138882735858102,0.0486763151815142,0.191828165967065,0.0133801055302898,0.00884644170460843,0.126821928125132,0.120745673447918,0.00364503549289727,0.00321760171957093,0.000233907541490398,0.000181156353100046,0.366149572589264,0.198149686597098
0.524028395398688,0.0458936761098513,0.681995047177492,0.133552831717492,8.58073943957433,0.0138798881664463,0.0492361104662003,0.194980779387979,0.0131879073687778,0.00867958363946987,0.131022916242594,0.12324838761434,0.0048886900178898,0.00447572376520997,0.000229709434842359,0.000171802610275359,0.358865479204349,0.201932447517006
0.524028395398688,0.0458936761098513,0.681995047177492,0.133552831717492,8.58073943957433,0.0138798881664463,0.0492361104662003,0.194980779387979,0.0131879073687778,0.00867958363946987,0.131022916242594,0.12324838761434,0.0048886900178898,0.00447572376520997,0.000229709434842359,0.000171802610275359,0.358865479204349,0.201932447517006
0.53249817059722,0.0455737295386034,0.682493874022703,0.141215226848684,8.38956473161399,0.0131522115462249,0.0490865382140304,0.198490738567595,0.0131647692607888,0.00870112931304226,0.136556797829695,0.123271873647093,0.00510082603649627,0.00456483912611713,0.000223181954790718,0.000167282189571918,0.361515965979848,0.189817126525318
0.53313295414994,0.0469208150449538,0.658667293776938,0.137057520133107,8.50745817530106,0.0135649762731178,0.0489861534167612,0.193089771563222,0.0133217132137818,0.00914326444674306,0.13878893183576,0.119069451210256,0.00477903974270069,0.00389447387902461,0.000230650991491051,0.000166610235016137,0.366872824743179,0.186860029580813
0.541804303414771,0.0483501877649998,0.656848024309767,0.137329100246887,8.66150830151716,0.0137467652565172,0.0502594960191386,0.191410522745567,0.0132660689965312,0.00900076693176657,0.141138258867686,0.120036096148074,0.0045481796104068,0.00434021050896409,0.000231446959467204,0.000166306323367405,0.362514867242885,0.175103888478541
0.549034068446749,0.0452337007150633,0.647185356058891,0.134320749316095,8.6842257545883,0.013405067807532,0.0509761148493953,0.190153970737957,0.0133511876638351,0.00910541371726405,0.139434026533149,0.116198162834213,0.0051278355009446,0.0049134671441966,0.000234497778403739,0.000170323415535955,0.357694377136182,0.171248829387649
0.53794459613847,0.0477465250175183,0.655001037921002,0.128696133824823,8.81066298213604,0.0137553094630049,0.0509353172827721,0.191183929152454,0.0135129750516913,0.00944851573835467,0.140737565478134,0.122000003821624,0.00435143406890305,0.00396142885534607,0.000240158163202443,0.000167480780734387,0.349599987557654,0.182014344831954
