Year,AgeGrp,pop,mort_rate,ao_rate
2097,"[15,65)",913760.846,0.00228516247893598,0.021338766139253
2097,"[65,100]",388101.1913,0.0475856338862003,0
2098,"[0,15)",229833.338,0.000517100787179983,0.0693577534865721
2098,"[15,65)",908210.417,0.00222237155863848,0.021350173524821
2098,"[65,100]",389131.6791,0.0474877351099735,0
2099,"[0,15)",228421.768,0.000641265503207212,0.0693419464295539
2099,"[15,65)",902742.31,0.0022335864594626,0.0213557321800947
2099,"[65,100]",390043.147,0.0468612102034958,0
2100,"[0,15)",227003.907,1,0
2100,"[15,65)",897286.444,1,0
2100,"[65,100]",391043.9761,1,0
