p
0.4775816315665711
0.024412180766255
0.6555422292851498
0.1
0.7554751796799454
0.01575412785681912
0.02821162512261268
0.19999999999999998
0.013312548033912974
0.005
0.07502681772409968
0.10999999999999999
0.021999999999999995
0.021999999999999995
0.0002999999999999993
0.0002801843774890399
0.2899256543260058
8.486866581340011e-20
0.3161753902371858
